"","id","predicted"
"144",505,28.9902733474889
"145",513,29.0861647436822
"146",712,29.1017613372074
"147",725,28.9980802463485
"148",674,29.0572433908682
"149",420,29.0090045266335
"150",677,29.0918779103383
"151",899,29.0186621979516
"152",170,29.1459680525169
"153",698,28.9967616250245
"154",848,28.9941303537368
"155",1037,29.089931528742
"156",988,29.1105093616321
"157",802,28.9869058717625
"158",68,29.0527974045892
"159",312,29.0873784752604
"160",961,29.0341221589114
"161",67,29.1288779919307
"162",692,28.9406970287121
"163",784,28.8534968642471
"164",960,29.0567981725814
"165",750,28.990299327029
"166",1096,28.9496993361857
"167",688,29.1196545198173
"168",74,29.0927429809788
"169",502,28.9816044154998
"170",236,29.1365749713685
"171",722,29.0452298702902
"172",212,29.0770477775919
"173",302,28.957673786394
"174",776,29.0752912516909
"175",609,29.1092072313123
"176",746,28.9782865256516
"177",244,28.9223547412075
"178",1104,29.0792660591328
"179",466,28.9915923248583
"180",551,29.0126664258629
"181",159,29.0337477248438
"182",36,29.0059868693482
"183",307,28.9832504876532
"184",1092,28.953742252244
"185",438,29.0401610106454
"186",801,29.1000701850669
"187",1008,29.1764319978336
"188",804,29.0197022177827
"189",249,29.0610919552534
"190",380,28.9449991466049
"191",108,29.0628024530912
"192",205,29.0562758744649
"193",954,28.9980652466289
"194",1066,29.0146539596102
"195",666,28.9634766704369
"196",426,29.0052412046378
"197",999,29.1072933882487
"198",418,28.9623482589801
"199",378,28.991006966287
"200",622,29.0436647173528
"201",10,28.9823299286988
"202",821,29.171221404938
"203",240,29.0368663543491
"204",118,29.0492002255174
"205",814,28.984931260705
"206",941,29.2104864022624
"207",131,29.0495589571228
"208",965,29.0593403701744
"209",1050,29.0145403238932
"210",751,29.0015810865778
"211",927,29.0981919316807
"212",152,29.0326869353329
"213",285,29.0152876064916
"214",315,28.9836427958575
"215",30,29.0596141434888
"216",670,29.1188260066293
"217",206,29.0763073982998
"218",128,28.9381786368994
"219",715,29.0551553632342
"220",554,29.0748990862739
"221",885,29.1590701029011
"222",769,29.0537480671062
"223",147,29.0721759696648
"224",929,29.1087007215356
"225",859,28.8668576797839
"226",895,28.9654603967025
"227",671,29.0320855136487
"228",626,29.0785941626521
"229",1043,29.0907826896418
"230",571,29.0305327551698
"231",177,29.0711609288111
"232",707,29.0706217180349
"233",1098,28.99202567443
"234",854,29.0946719271792
"235",917,28.8037346022862
"236",515,28.877319084485
"237",655,29.0310794859876
"238",475,28.9934613230346
"239",281,28.9694536381628
"240",957,28.9814733281467
"241",272,29.1870393955953
"242",606,29.0746559496734
"243",104,29.1706328351852
"244",73,29.0907922489588
"245",126,28.9526300533677
"246",582,29.0417134692466
"247",747,29.0521420416591
"248",529,29.1521768017301
"249",810,29.0034712379399
"250",234,29.0854672531043
"251",219,29.0178337261835
"252",509,29.083823794472
"253",996,28.9244840114915
"254",342,29.0404668785706
"255",974,29.1528086869464
"256",1033,29.1313989591161
"257",768,28.9537688029411
"258",501,29.0607801706662
"259",399,28.9556855485406
"260",407,29.0346802705239
"261",952,29.2329490005097
"262",593,29.0960877481261
"263",1016,29.0402218315304
"264",1002,29.0297211014267
"265",778,29.1284793318498
"266",882,28.9852095960031
"267",618,29.0675521658958
"268",870,29.0885412238991
"269",216,29.0445285321255
"270",669,29.0252270125577
"271",360,29.0248277944695
"272",930,29.0139733906959
"273",966,28.8902254761567
"274",709,29.0446785220919
"275",290,29.1070035232556
"276",646,29.0034927518593
"277",638,29.0102895743155
"278",649,29.0827600563928
"279",1006,29.0128917162611
"280",507,28.8247476656205
"281",334,29.0991967070029
"282",1012,29.1233777906539
"283",856,29.1982776021103
"284",460,29.0604921633128
"285",186,29.0725834662585
"286",103,29.1147716070031
"287",869,29.0292814101742
"288",235,29.0821289272175
"289",456,28.9939929958878
"290",524,29.0189484206513
"291",913,29.0429103044157
"292",558,29.1272195698878
"293",683,28.9298668910488
"294",982,29.0787777022015
"295",995,29.1358061868951
"296",7,29.0210426696642
"297",764,28.9635248774624
"298",207,29.0907238636139
"299",799,28.9186341097036
"300",76,29.0048388581744
"301",61,29.0024759688008
"302",32,29.0482890028766
"303",816,29.0998089633887
